Education,Family,Income,Mortgage,Age,Securities Account,CreditCard,target
2,1,22,91,55,0,1,
2,3,43,0,28,0,0,
3,1,43,0,27,0,0,
2,3,112,0,51,1,1,
2,2,9,0,50,0,0,
3,2,81,0,58,0,0,
1,1,131,256,46,0,1,
3,1,19,0,62,1,0,
2,3,62,0,38,1,0,
2,4,19,124,62,1,0,
1,2,8,0,56,0,1,
3,1,193,203,61,0,0,
1,4,129,140,38,0,0,
2,4,30,0,55,0,1,
2,4,80,0,30,0,0,
3,4,22,0,41,0,1,
2,1,33,0,57,0,0,
3,4,64,0,36,0,0,
3,3,60,84,55,0,0,
3,1,81,259,30,0,1,
2,3,45,204,40,0,0,
2,4,112,0,32,0,0,
3,2,83,0,59,0,0,
1,2,180,524,44,0,1,
2,4,28,0,51,1,0,
3,2,169,249,37,0,0,
1,4,14,0,59,0,0,
1,1,43,0,37,0,0,
1,2,88,0,56,0,0,
3,4,78,0,55,0,1,
2,1,68,163,49,0,0,
1,2,144,0,46,0,1,
1,4,30,163,35,0,0,
1,1,120,135,47,0,0,
2,2,24,0,39,0,0,
3,4,78,157,27,1,0,
2,2,135,0,62,0,0,
3,2,44,0,57,0,0,
2,4,73,0,55,0,0,
2,1,90,0,55,0,1,
3,3,58,0,41,0,0,
1,2,75,236,57,0,0,
3,3,174,231,43,0,1,
1,2,50,174,40,0,0,
3,1,85,287,43,0,0,
1,3,54,0,63,0,0,
1,2,83,0,63,0,0,
1,4,24,0,54,1,0,
2,4,45,205,54,0,0,
3,1,68,0,52,0,1,
3,4,48,0,50,0,1,
3,1,114,0,38,0,1,
2,3,142,0,36,0,1,
2,3,52,0,58,0,1,
1,2,142,0,46,0,0,
3,1,15,0,50,0,0,
1,1,118,159,46,0,1,
1,4,101,0,53,0,0,
1,2,84,0,62,0,0,
2,1,32,100,63,0,0,
3,3,64,247,42,0,0,
1,4,81,0,34,0,0,
3,4,28,0,40,0,1,
1,1,93,0,34,0,0,
2,1,185,0,41,0,0,
2,1,42,0,32,0,0,
3,2,45,0,28,0,1,
2,2,49,214,33,0,0,
1,3,69,0,46,0,0,
2,1,94,333,52,0,0,
2,1,18,0,60,0,1,
1,4,8,91,59,1,0,
1,4,55,108,57,0,0,
3,2,85,0,46,0,0,
1,4,62,229,25,0,0,
3,4,65,0,53,0,0,
1,2,138,0,38,1,0,
1,1,103,0,63,0,0,
3,3,99,357,44,0,0,
1,1,152,0,50,0,0,
3,2,25,140,28,0,0,
1,2,98,361,27,1,1,
2,2,39,166,52,0,0,
2,1,40,0,50,0,1,
1,3,58,169,39,0,0,
3,2,192,301,50,0,1,
2,1,62,0,60,0,0,
2,1,69,0,30,1,0,
3,4,40,170,31,0,0,
3,2,61,127,39,0,0,
2,4,30,157,29,0,0,
2,1,29,97,54,0,0,
2,2,41,0,35,0,1,
2,1,118,0,27,0,0,
1,1,109,366,45,0,0,
2,4,122,0,58,0,0,
1,3,50,169,62,0,0,
2,3,43,0,28,0,0,
1,1,108,0,32,1,0,
3,4,110,0,29,0,0,
3,1,20,0,41,0,0,
3,4,112,0,61,0,1,
2,1,25,136,56,0,0,
2,3,42,0,37,0,1,
1,2,29,0,60,0,0,
1,3,84,134,49,1,0,
3,4,81,0,43,1,0,
1,4,55,119,53,0,1,
2,1,40,0,35,1,0,
2,4,145,0,56,0,1,
3,2,175,0,41,0,0,
3,4,78,163,36,0,0,
1,4,51,0,56,0,0,
3,4,50,0,64,0,0,
1,3,21,0,51,0,0,
2,1,79,83,49,0,1,
3,1,84,0,43,0,0,
2,4,34,0,51,0,0,
2,4,73,0,55,0,0,
1,3,90,0,62,0,0,
3,4,23,0,35,0,0,
3,2,145,294,53,0,1,
1,4,54,141,33,1,0,
2,3,49,103,43,0,1,
2,1,51,0,58,0,0,
2,4,8,0,63,0,0,
1,1,62,0,31,1,0,
3,1,25,0,36,0,0,
3,2,63,0,30,0,0,
3,2,24,86,59,0,0,
2,1,11,0,28,0,1,
1,1,23,0,59,0,1,
3,1,33,0,47,0,0,
1,1,83,97,47,0,0,
1,3,39,131,56,0,1,
2,3,138,0,41,0,0,
1,3,113,0,25,0,1,
3,4,125,0,30,0,0,
1,1,195,0,50,0,0,
3,3,105,0,34,1,0,
1,2,75,0,44,0,0,
2,2,40,0,36,0,0,
3,3,61,137,39,0,0,
3,2,75,0,54,0,0,
1,1,122,0,33,0,1,
1,3,75,0,39,0,1,
3,4,59,0,41,0,0,
2,3,24,0,40,0,0,
3,3,175,329,29,0,0,
1,2,39,182,51,0,1,
1,2,145,0,54,1,0,
2,4,24,142,47,0,0,
2,3,20,0,53,0,0,
2,1,85,0,30,0,0,
3,3,65,0,28,1,0,
3,4,191,0,60,0,0,
1,2,11,0,51,1,0,
3,2,40,167,63,0,0,
2,3,54,196,38,0,0,
1,1,95,0,59,0,1,
2,4,94,0,53,0,0,
2,4,79,0,31,0,0,
3,3,48,0,41,0,1,
1,4,70,0,25,1,0,
2,3,40,111,27,0,0,
1,4,44,0,50,0,1,
3,1,43,137,50,0,0,
3,1,29,0,43,0,0,
1,3,188,184,50,0,1,
1,1,114,0,46,0,1,
2,3,52,0,30,0,0,
1,1,13,0,42,0,0,
3,3,95,0,42,0,0,
3,1,84,0,29,0,0,
1,1,49,0,38,0,0,
1,1,181,0,51,0,1,
2,1,182,229,35,0,1,
1,2,70,0,37,0,0,
1,3,79,185,47,0,1,
2,4,61,0,55,0,1,
1,2,121,0,65,0,0,
1,3,34,83,58,0,0,
1,1,183,442,54,0,0,
3,1,51,0,52,1,1,
3,3,70,0,28,0,1,
1,1,39,0,32,0,1,
2,3,84,0,51,0,0,
1,1,122,0,43,0,1,
1,1,145,132,42,0,1,
1,2,98,0,42,0,1,
3,1,79,233,41,0,0,
3,2,38,0,34,0,1,
2,3,49,196,30,0,1,
1,1,38,0,32,0,0,
3,4,91,0,46,0,0,
1,4,29,0,38,0,1,
1,2,172,0,37,0,0,
1,2,104,0,32,0,1,
1,1,58,0,35,0,1,
2,2,171,0,30,0,0,
1,3,73,0,30,0,1,
1,1,191,0,58,0,0,
3,2,90,0,57,0,0,
1,3,55,0,34,1,1,
2,1,28,0,31,0,0,
3,1,42,0,39,0,0,
2,1,9,91,57,1,0,
2,1,65,0,47,1,0,
3,4,134,0,51,1,0,
1,4,83,0,30,1,0,
2,3,38,0,55,0,0,
1,4,13,0,32,0,1,
3,3,143,0,32,0,0,
1,4,75,0,44,0,0,
3,1,120,0,33,0,0,
2,1,91,0,49,0,0,
3,2,99,0,32,0,1,
1,1,71,78,31,1,0,
2,1,111,0,37,0,0,
1,1,108,0,41,0,0,
1,1,158,0,56,0,0,
1,3,81,0,55,0,0,
3,2,12,0,49,1,0,
1,2,21,0,63,0,0,
1,4,55,215,55,0,1,
3,1,42,0,59,0,0,
1,2,81,0,41,0,1,
1,4,13,87,49,0,0,
1,1,132,157,48,0,0,
3,1,99,0,41,0,0,
1,4,23,0,50,0,1,
2,1,40,0,28,1,0,
1,3,181,0,36,0,0,
1,2,112,394,38,0,0,
1,2,138,227,34,0,0,
2,3,94,327,41,1,0,
1,1,113,0,43,0,0,
2,4,112,0,30,0,1,
1,2,190,475,37,0,0,
3,1,38,0,62,0,0,
3,1,32,158,40,0,0,
2,3,104,0,35,0,1,
2,1,43,0,64,0,0,
2,3,45,0,49,1,0,
2,2,35,0,24,0,0,
2,4,42,0,36,0,1,
2,1,58,0,29,0,1,
1,4,103,0,29,0,0,
2,1,71,149,28,1,0,
2,1,14,98,33,0,0,
3,3,98,0,36,1,1,
2,1,90,0,42,0,1,
1,4,65,0,25,1,0,
1,4,19,0,28,0,1,
2,3,35,0,50,0,1,
1,4,71,0,34,0,0,
1,3,31,0,43,0,0,
2,4,43,0,62,0,0,
2,1,24,87,61,1,0,
3,2,58,0,45,1,1,
1,2,115,0,42,0,0,
1,2,168,152,39,1,0,
1,1,128,0,29,0,1,
1,1,138,0,45,0,1,
2,3,81,0,58,0,1,
3,4,41,0,29,0,0,
2,2,123,0,32,0,0,
1,2,71,94,37,0,0,
3,1,8,0,48,0,1,
1,2,42,101,40,0,0,
1,2,62,184,29,0,0,
1,4,22,91,36,1,0,
2,4,38,0,35,0,0,
2,4,24,0,35,0,0,
1,3,50,0,62,0,0,
2,4,190,197,26,0,0,
1,2,94,0,32,0,0,
3,4,165,0,63,0,0,
2,4,43,0,38,0,1,
2,1,48,0,50,0,1,
2,3,52,228,46,0,1,
1,4,84,0,50,0,0,
1,1,131,0,61,0,0,
1,4,44,0,34,0,0,
1,4,78,87,27,0,0,
2,4,15,0,61,0,0,
3,4,38,144,45,0,1,
3,1,84,0,50,1,0,
1,1,122,0,44,0,0,
1,2,98,0,62,0,0,
2,3,80,0,45,0,0,
1,2,165,0,41,0,0,
1,2,121,0,30,0,1,
2,3,20,94,61,0,0,
1,1,11,91,45,0,0,
3,1,45,0,59,0,0,
2,2,118,0,30,0,0,
1,2,14,109,60,0,1,
2,3,30,0,39,0,0,
1,1,45,98,56,0,0,
1,3,80,0,56,0,0,
2,4,25,0,27,0,1,
1,1,144,0,66,1,1,
3,4,84,297,43,0,0,
1,2,22,0,53,0,0,
1,3,33,0,44,0,1,
3,4,60,0,54,0,0,
2,4,81,116,31,0,0,
3,1,169,0,38,0,1,
3,2,63,0,28,0,0,
3,2,12,109,51,0,1,
1,4,15,101,52,0,0,
3,1,39,0,64,1,1,
2,4,44,0,29,0,0,
1,1,110,0,34,0,0,
2,3,130,99,33,0,1,
3,1,41,128,46,0,0,
3,1,59,241,48,0,0,
1,2,39,0,52,0,0,
2,4,35,0,44,0,0,
2,1,80,0,51,0,1,
2,1,81,0,47,0,0,
3,2,31,0,39,0,0,
3,4,93,0,42,0,0,
1,4,45,204,57,0,0,
3,2,40,0,36,0,1,
3,2,80,185,27,0,1,
3,1,20,0,31,0,0,
3,1,41,0,63,0,1,
1,1,31,104,34,0,1,
2,4,35,0,52,0,0,
3,3,40,137,57,0,1,
3,1,84,0,63,0,0,
3,2,53,0,26,0,0,
3,4,85,0,35,0,0,
1,2,138,0,58,0,0,
3,2,71,108,32,0,0,
3,1,113,0,64,0,1,
2,2,23,0,50,1,0,
1,3,62,0,34,0,0,
3,4,14,100,36,0,1,
3,2,60,0,43,0,1,
1,3,94,236,28,0,0,
2,3,83,0,64,0,0,
3,3,130,437,60,0,1,
1,4,61,0,62,0,0,
1,2,92,178,27,0,0,
3,2,20,117,42,0,1,
1,2,194,428,45,0,0,
1,1,74,0,36,0,1,
3,2,84,145,48,0,0,
2,3,98,333,65,0,0,
1,3,52,0,39,0,0,
2,1,55,236,51,0,1,
1,4,64,117,30,0,0,
1,1,128,162,65,0,0,
2,4,113,0,38,0,1,
2,3,50,0,29,0,1,
2,4,54,0,42,0,0,
1,1,129,366,63,0,0,
1,4,82,0,46,0,0,
2,4,100,0,62,0,0,
1,4,44,0,58,1,0,
2,4,164,234,56,0,1,
1,2,81,121,56,0,1,
1,1,71,257,34,0,1,
3,1,28,90,42,0,0,
1,3,80,219,30,0,0,
2,4,90,0,61,0,0,
2,1,74,0,38,0,1,
3,2,14,0,50,1,0,
2,2,23,103,61,0,0,
1,1,153,337,41,0,1,
3,3,38,0,42,0,0,
2,2,112,382,29,1,0,
1,1,145,397,51,0,1,
2,2,28,88,32,0,0,
3,4,31,0,34,0,1,
1,1,195,0,26,0,1,
3,3,50,0,54,0,1,
3,4,71,0,38,0,0,
3,3,21,0,62,0,0,
3,2,35,125,37,0,0,
1,1,42,0,46,0,1,
3,4,78,141,52,0,0,
2,4,73,0,32,0,0,
3,2,53,181,49,0,0,
3,2,51,123,28,0,0,
3,2,40,0,55,0,0,
1,1,178,0,52,0,0,
1,2,35,0,32,0,1,
2,1,192,0,31,0,0,
1,1,123,0,27,0,0,
2,2,48,0,32,1,1,
2,3,45,0,52,0,0,
1,1,15,0,52,0,0,
1,1,79,120,50,0,0,
2,4,63,0,32,1,0,
3,2,30,0,61,0,0,
1,4,145,380,60,0,1,
2,3,32,0,28,0,0,
1,2,64,224,34,0,1,
1,1,84,0,31,0,0,
2,1,21,0,31,0,0,
2,4,99,0,62,0,0,
1,2,35,0,47,0,0,
1,1,180,0,50,0,1,
1,1,42,0,36,0,0,
2,4,179,0,26,0,0,
3,4,42,0,51,0,0,
2,2,180,297,52,0,0,
1,4,82,0,35,0,0,
1,2,55,149,42,0,0,
1,2,79,0,36,0,0,
3,2,48,215,41,0,1,
1,1,93,0,49,1,0,
3,2,23,0,57,0,0,
1,3,50,200,44,0,0,
1,2,85,0,60,0,0,
2,1,35,97,38,0,0,
2,3,171,0,26,0,0,
2,4,29,0,29,0,1,
3,1,84,0,59,0,1,
2,4,20,0,51,0,0,
3,1,14,0,50,0,1,
1,1,179,357,35,0,0,
1,1,48,158,61,0,0,
1,1,74,0,42,0,0,
1,1,53,0,55,0,0,
2,1,83,0,50,0,1,
1,2,171,433,64,0,0,
1,4,85,0,54,0,0,
2,4,38,0,50,0,0,
1,3,85,157,31,0,1,
1,1,79,0,32,0,0,
1,4,69,0,44,0,0,
3,3,43,0,60,0,1,
1,2,33,101,60,0,0,
3,3,42,149,62,0,1,
3,4,40,122,46,0,0,
3,1,43,0,57,0,0,
3,4,20,117,30,0,0,
1,3,65,222,58,0,0,
1,3,139,483,39,0,0,
3,3,135,0,60,0,0,
3,3,84,0,59,0,0,
3,1,179,0,50,0,1,
2,4,45,86,63,0,0,
1,2,109,0,27,0,0,
3,4,34,0,54,0,0,
1,1,162,0,62,0,0,
1,2,105,0,60,0,0,
2,3,22,0,38,0,0,
1,2,82,178,34,0,1,
2,4,105,230,65,1,0,
3,1,62,0,55,0,0,
1,2,82,83,57,0,1,
1,4,72,0,27,0,0,
1,4,38,0,35,0,1,
1,4,25,0,52,0,0,
3,1,20,0,45,0,0,
2,4,80,0,29,0,1,
1,3,84,0,44,0,0,
1,1,33,0,47,0,1,
3,3,55,0,62,0,0,
2,2,33,0,52,0,1,
3,4,190,305,47,0,0,
3,1,43,158,42,0,0,
3,3,45,0,65,0,0,
1,1,141,0,42,0,0,
1,4,69,0,40,0,0,
2,4,78,0,32,0,0,
3,1,84,0,40,0,0,
2,1,172,0,55,0,0,
1,4,51,154,32,1,1,
3,1,75,0,58,0,0,
2,1,183,0,46,0,1,
3,4,20,0,53,0,1,
3,2,101,294,63,0,0,
3,1,129,0,40,0,0,
1,2,63,0,41,0,0,
1,4,44,0,60,0,0,
3,1,184,176,65,0,1,
1,2,100,127,59,0,0,
1,3,12,0,48,0,0,
3,2,68,128,59,1,0,
1,1,48,212,33,0,0,
1,2,82,0,40,0,0,
1,2,52,0,42,0,0,
2,2,154,0,65,1,1,
1,1,39,0,30,0,1,
1,1,40,0,30,0,1,
3,4,54,164,42,0,0,
2,2,32,103,32,0,1,
3,2,64,0,55,0,0,
1,2,92,287,29,0,0,
3,1,40,94,64,0,1,
3,3,60,0,37,0,0,
1,2,85,119,31,0,1,
1,4,21,90,25,0,0,
3,1,35,171,31,0,0,
1,2,52,0,32,0,0,
1,1,128,0,58,0,0,
1,1,195,0,26,0,0,
2,2,68,117,51,0,1,
1,2,55,0,65,0,0,
1,1,55,0,43,0,0,
1,4,80,0,46,0,1,
1,1,123,146,28,0,0,
2,4,90,106,63,1,0,
3,1,61,0,59,0,0,
2,3,41,0,42,0,0,
3,2,43,0,58,0,0,
1,3,71,162,39,1,0,
1,4,25,0,36,0,0,
2,1,154,0,60,1,0,
1,1,141,0,47,0,0,
3,2,22,110,29,0,0,
1,2,145,0,52,0,0,
3,3,49,0,41,0,0,
1,1,109,0,63,0,0,
1,3,80,0,59,0,1,
2,4,82,201,44,0,1,
1,4,52,0,54,0,0,
1,3,85,0,29,0,1,
1,1,148,0,51,0,0,
1,2,160,0,63,0,1,
1,4,39,0,36,0,0,
3,2,25,0,42,0,1,
3,1,33,0,51,0,1,
2,3,38,0,47,0,0,
3,4,85,0,40,0,1,
1,1,48,0,54,0,0,
3,4,15,77,47,0,0,
1,1,94,174,35,0,0,
1,2,120,0,28,0,0,
3,1,60,159,45,0,0,
1,2,145,277,33,0,1,
3,2,29,0,62,0,0,
2,3,78,0,45,0,0,
2,4,59,0,59,0,0,
3,2,80,0,58,0,1,
1,1,180,0,52,0,1,
2,3,8,83,34,0,0,
3,1,23,0,65,0,0,
3,2,79,0,48,0,0,
3,2,78,268,44,0,0,
2,1,64,0,61,0,1,
3,4,64,0,40,0,1,
1,4,160,237,65,0,0,
3,1,43,102,28,0,0,
3,1,32,0,67,0,1,
1,2,179,76,35,1,0,
1,1,8,0,60,0,0,
1,1,63,0,58,1,0,
3,2,40,0,55,1,0,
2,4,99,155,34,0,0,
2,2,141,0,35,0,0,
1,1,159,0,28,0,1,
1,2,39,174,38,0,0,
2,4,99,0,62,0,0,
2,4,18,0,30,0,1,
1,2,38,0,38,0,1,
1,1,133,0,33,0,0,
1,2,84,0,58,0,1,
2,1,60,0,59,0,1,
3,3,178,147,52,0,0,
3,1,18,0,36,0,1,
3,1,73,0,45,0,0,
1,1,125,0,49,0,0,
2,1,91,0,52,0,1,
1,2,74,0,54,0,0,
2,2,35,0,30,1,1,
1,1,113,0,65,0,1,
2,4,52,0,34,0,0,
2,2,191,0,30,0,0,
3,1,18,93,51,0,1,
1,2,25,0,52,0,1,
3,4,50,0,43,0,0,
3,4,75,0,35,0,1,
3,2,92,0,56,1,1,
2,2,33,0,57,0,0,
3,3,65,0,58,0,0,
1,3,44,0,53,0,0,
1,2,183,354,45,0,0,
1,2,175,0,44,0,1,
3,4,28,0,54,0,1,
2,4,49,0,41,0,0,
1,4,45,0,52,0,0,
3,4,64,221,43,0,0,
3,3,22,90,63,0,0,
1,1,120,119,54,0,1,
1,2,175,102,33,0,0,
3,4,101,256,25,0,1,
3,1,104,0,41,0,0,
3,4,155,0,40,0,1,
1,1,58,0,43,0,0,
2,4,80,0,36,0,0,
3,1,45,195,57,0,0,
1,1,134,164,34,1,0,
3,4,58,153,38,1,0,
1,1,20,0,47,0,1,
3,4,25,0,39,0,0,
1,1,55,0,45,0,1,
1,1,155,0,62,0,0,
1,1,30,0,59,0,1,
1,4,39,0,61,0,1,
3,4,73,188,36,0,0,
1,4,41,0,58,0,0,
3,4,34,157,55,0,0,
3,3,21,119,29,0,0,
1,4,11,0,34,1,1,
1,2,154,0,61,0,0,
3,4,19,0,50,0,0,
2,2,101,0,52,0,0,
1,1,24,116,39,0,1,
1,2,131,0,55,1,0,
1,1,105,0,33,0,0,
2,1,52,194,47,0,0,
2,4,21,113,57,1,0,
1,3,45,198,57,0,0,
1,1,39,0,40,0,0,
1,2,192,238,50,0,1,
1,1,195,0,29,0,0,
1,3,83,0,46,0,0,
2,3,34,0,42,1,0,
2,4,49,104,59,0,0,
3,4,60,244,31,0,0,
1,4,41,0,51,0,0,
1,3,72,285,35,0,0,
2,4,102,115,59,0,0,
1,3,31,0,35,0,0,
2,1,73,128,46,0,0,
1,1,89,0,34,0,0,
3,4,19,121,55,1,1,
2,4,63,0,64,0,0,
3,3,104,0,34,0,0,
2,1,40,128,61,0,0,
3,2,92,0,63,0,0,
2,2,72,226,59,0,0,
2,3,44,141,51,0,0,
1,4,114,0,41,0,1,
1,4,73,0,37,0,0,
2,4,63,0,64,1,1,
3,1,69,184,44,0,1,
1,3,42,0,62,0,0,
1,1,88,0,50,0,0,
1,2,98,0,43,0,0,
1,1,65,227,34,0,0,
2,2,12,104,38,1,0,
1,4,122,0,29,0,1,
3,2,12,0,39,0,0,
1,2,24,0,53,0,1,
1,4,170,318,43,0,1,
2,4,184,342,61,0,1,
3,4,25,125,46,0,0,
1,2,131,0,57,0,0,
3,2,50,0,59,0,1,
1,2,21,0,52,1,0,
2,3,55,0,29,0,0,
2,1,124,0,57,0,0,
1,4,58,188,49,0,0,
1,2,72,0,39,0,0,
3,1,192,0,56,0,0,
2,3,83,0,63,0,0,
1,1,93,0,37,1,0,
3,3,38,110,56,1,0,
3,4,55,164,45,1,0,
3,3,11,0,66,1,1,
1,2,85,0,40,1,0,
1,1,124,266,50,0,0,
1,2,129,0,60,0,0,
1,1,180,0,31,0,0,
2,4,74,0,40,0,0,
3,1,138,86,36,0,0,
3,2,111,0,55,0,1,
1,3,83,0,54,0,0,
1,4,33,87,35,0,0,
3,4,21,0,55,0,0,
1,2,35,98,36,0,0,
3,1,105,0,66,1,1,
2,1,103,0,38,0,1,
3,2,75,0,58,0,0,
1,1,33,104,41,0,0,
2,4,52,0,60,1,0,
2,1,89,0,47,1,1,
3,1,63,0,62,0,0,
2,4,84,0,48,1,0,
1,4,44,0,61,0,0,
1,3,29,0,29,0,1,
3,1,29,0,45,0,0,
2,2,22,0,39,0,0,
1,4,53,114,31,0,0,
2,2,24,0,39,0,0,
1,1,153,455,63,0,0,
2,2,31,0,28,1,0,
2,2,21,0,56,0,0,
1,2,180,0,31,0,0,
2,3,82,0,46,0,1,
1,4,90,245,42,1,0,
3,4,154,0,53,0,0,
2,2,99,0,41,0,1,
2,1,153,0,61,1,1,
2,2,93,0,31,0,0,
2,1,53,0,62,0,0,
2,3,18,104,59,0,1,
1,1,70,0,49,0,0,
3,4,100,0,65,0,1,
3,3,193,0,30,0,0,
1,1,125,0,32,0,1,
3,2,68,0,56,1,0,
1,1,55,95,36,0,0,
3,4,152,0,58,0,0,
1,3,84,0,27,0,1,
3,2,13,0,41,0,0,
1,4,33,131,59,0,1,
2,4,89,90,56,1,0,
1,1,93,0,52,0,0,
3,4,68,0,35,0,0,
2,2,85,0,47,0,1,
2,1,73,0,29,0,0,
2,4,83,106,31,0,0,
3,2,158,0,62,0,0,
3,4,182,0,48,0,0,
3,2,24,123,26,0,1,
1,2,102,0,60,0,1,
1,3,53,0,35,0,0,
1,2,175,0,40,0,0,
1,3,28,0,31,0,0,
1,4,14,0,50,0,0,
3,1,139,106,33,0,1,
1,3,34,0,37,0,0,
3,1,64,0,38,0,1,
2,4,84,0,63,0,0,
2,3,42,0,57,1,0,
1,1,63,0,61,0,0,
3,3,100,341,37,0,1,
2,2,190,0,51,0,0,
1,1,22,91,44,0,0,
2,1,20,0,63,1,1,
2,2,21,0,43,0,1,
2,4,25,101,38,0,0,
3,4,20,0,34,0,0,
1,3,173,0,48,0,1,
1,2,81,0,29,0,1,
2,2,139,421,37,0,0,
1,2,119,0,60,1,0,
3,4,74,104,46,0,0,
2,1,42,131,34,0,0,
1,2,73,0,56,0,0,
1,4,114,0,57,1,0,
3,2,44,0,62,0,0,
1,2,141,0,32,0,0,
1,2,14,103,51,0,0,
3,2,33,0,55,0,0,
1,2,83,249,60,0,0,
1,4,89,155,40,0,0,
1,4,39,0,62,1,0,
3,3,83,0,63,0,1,
1,2,108,359,60,0,0,
2,3,21,0,59,0,1,
1,1,102,0,26,0,0,
3,1,48,0,56,0,1,
1,3,32,0,58,0,0,
1,1,43,0,57,0,0,
2,4,35,118,48,0,0,
1,1,184,0,30,0,0,
1,2,140,132,45,0,0,
2,3,32,0,64,0,1,
1,1,149,0,44,0,0,
3,4,15,0,51,0,1,
2,3,71,0,43,0,0,
2,4,108,0,29,0,0,
1,2,122,0,56,0,1,
3,3,40,0,65,0,0,
1,2,198,0,46,0,1,
2,4,79,0,48,1,1,
3,1,84,0,56,0,0,
2,3,31,0,61,0,1,
3,4,12,0,46,0,1,
1,2,88,0,58,0,1,
2,2,29,131,31,0,1,
1,1,201,158,27,0,0,
3,1,20,0,44,0,0,
1,1,15,0,44,0,0,
1,2,155,107,51,0,1,
2,3,25,0,39,0,0,
1,2,200,565,32,0,0,
2,1,101,233,33,0,0,
2,4,19,0,40,0,1,
1,2,188,0,36,0,1,
1,1,8,0,52,0,0,
3,2,59,152,54,0,0,
1,4,72,0,26,1,0,
3,1,55,0,39,0,0,
2,3,24,0,46,0,0,
1,1,19,0,57,0,0,
3,2,71,150,59,0,1,
2,2,54,0,52,0,1,
3,1,28,0,52,0,0,
3,4,25,0,50,0,0,
3,2,51,0,41,0,1,
1,3,125,0,43,0,0,
2,2,88,319,25,0,1,
1,2,125,0,40,0,0,
3,4,79,182,35,0,0,
2,3,31,0,60,0,1,
1,2,131,394,57,0,1,
2,1,70,230,44,1,0,
3,3,38,82,61,0,1,
1,1,83,0,33,1,1,
1,1,59,0,45,1,0,
1,1,121,0,45,0,0,
3,2,42,137,64,0,0,
1,4,32,109,50,0,0,
1,4,29,135,28,0,0,
2,2,40,0,37,1,1,
3,3,25,0,62,0,1,
2,4,21,89,29,0,1,
2,3,79,151,49,0,0,
3,2,52,221,46,0,0,
2,4,61,229,60,0,0,
1,2,25,0,55,0,0,
3,1,155,0,33,0,0,
1,2,25,0,53,0,0,
1,4,80,0,50,0,0,
2,4,55,0,28,0,1,
3,2,23,0,42,0,0,
1,1,60,0,33,0,1,
1,2,54,0,40,0,0,
1,4,44,0,31,0,0,
2,4,33,0,41,0,0,
2,2,45,121,52,0,1,
3,4,55,89,65,0,1,
1,1,134,0,48,0,1,
2,3,44,0,45,0,0,
1,2,149,154,26,0,0,
3,2,22,0,64,1,0,
2,3,74,0,41,0,0,
1,4,128,84,43,0,0,
1,4,62,0,60,0,0,
1,1,9,94,62,0,0,
3,2,9,0,46,0,0,
2,2,15,119,36,0,0,
1,4,28,0,31,0,0,
3,3,83,0,43,0,1,
3,1,73,117,46,0,0,
2,4,42,151,50,0,0,
2,2,34,114,52,0,1,
2,3,32,0,27,0,0,
1,1,68,0,34,0,0,
1,1,82,267,49,0,0,
2,2,19,0,52,0,1,
1,2,60,181,37,0,1,
1,1,192,601,53,0,0,
1,3,119,0,54,1,0,
1,2,190,0,29,0,0,
2,1,34,0,35,0,0,
1,4,44,0,32,1,1,
3,4,23,0,38,0,0,
1,4,171,567,44,0,1,
3,1,43,0,44,1,1,
1,1,139,0,48,0,1,
1,1,118,0,46,0,1,
3,3,113,0,35,0,0,
3,3,98,0,56,0,0,
1,1,70,0,49,0,1,
3,2,42,0,57,0,0,
1,1,143,0,35,0,1,
1,3,185,0,44,0,0,
2,4,28,100,38,0,0,
1,3,45,181,57,1,1,
2,1,78,0,35,0,0,
1,2,121,0,29,0,0,
1,1,59,0,58,0,0,
1,4,64,0,40,1,0,
1,2,15,114,51,0,0,
1,1,10,0,61,0,0,
3,2,61,0,46,0,0,
1,4,50,0,55,0,0,
3,4,79,0,35,1,0,
1,1,35,0,60,0,0,
3,4,11,0,28,0,0,
1,1,128,0,43,0,0,
3,3,55,0,61,0,1,
2,3,79,0,48,0,0,
1,2,18,0,65,1,1,
2,2,91,0,45,1,0,
3,4,9,0,36,0,1,
3,2,62,0,45,0,0,
1,1,59,231,60,0,0,
1,1,25,148,47,0,0,
1,4,54,0,32,1,0,
2,1,112,86,48,1,0,
1,1,125,0,33,0,1,
2,4,194,0,49,0,1,
3,1,161,0,56,1,0,
1,1,35,171,59,0,0,
1,2,113,352,56,0,1,
2,2,25,0,30,0,0,
3,3,45,0,59,0,0,
1,2,119,221,38,0,0,
2,4,30,115,47,0,1,
2,4,79,0,54,1,0,
3,1,178,0,34,0,0,
2,2,23,118,41,0,0,
1,2,171,284,47,0,1,
3,4,74,0,44,0,0,
1,3,103,180,43,0,1,
1,1,99,0,31,0,0,
3,4,43,0,28,0,1,
3,4,23,88,55,0,0,
2,1,91,199,42,0,1,
2,1,93,256,53,0,0,
1,1,154,0,30,0,0,
3,3,21,0,65,0,1,
3,2,65,0,43,0,0,
2,1,15,0,56,0,0,
3,3,52,159,25,0,0,
1,3,30,0,35,1,1,
2,1,42,0,50,0,0,
1,4,20,97,36,0,0,
2,4,60,0,34,0,1,
3,4,54,167,32,0,0,
1,4,60,97,51,0,0,
2,3,41,0,52,0,0,
2,3,30,0,65,0,1,
2,2,21,0,51,0,0,
2,1,105,0,37,0,1,
1,3,65,240,35,0,0,
1,2,20,80,67,0,0,
